city,family,format,submitted_keyword,grouped_submitted_keywords,returned_keyword,close_variants,average_monthly_searches,competition,competition_index,average_cpc_gbp,low_top_of_page_gbp,high_top_of_page_gbp,monthly_search_volumes,geography_method,observed_at
Reading,Competitive experiences,Darts,darts Reading,darts Reading,darts reading,darts Reading,140,LOW,26,1.0970,0.3847,2.1523,2025-august:90|2025-september:110|2025-october:110|2025-november:170|2025-december:170|2026-january:210|2026-february:210|2026-march:170|2026-april:140|2026-may:170|2026-june:110|2026-july:110,explicit_city_query_under_uk_target,2026-09-03
Reading,Performance and dance,Line dancing,line dancing Reading,line dancing Reading,line dancing reading,line dancing Reading,70,LOW,4,10.4202,0.0000,0.0000,2025-august:50|2025-september:110|2025-october:110|2025-november:50|2025-december:50|2026-january:70|2026-february:70|2026-march:110|2026-april:50|2026-may:50|2026-june:70|2026-july:50,explicit_city_query_under_uk_target,2026-09-03
Reading,Performance and dance,Salsa classes,salsa classes Reading,salsa classes Reading,salsa classes reading,salsa classes Reading,90,LOW,8,0.3938,0.0000,0.0000,2025-august:140|2025-september:90|2025-october:110|2025-november:90|2025-december:90|2026-january:140|2026-february:110|2026-march:70|2026-april:50|2026-may:70|2026-june:70|2026-july:90,explicit_city_query_under_uk_target,2026-09-03
Reading,Tabletop and games,Board-game cafes,board game cafe Reading,board game cafe Reading,board game cafe reading,board game cafe Reading,90,LOW,0,0.0000,0.0000,0.0000,2025-august:70|2025-september:110|2025-october:90|2025-november:110|2025-december:90|2026-january:90|2026-february:110|2026-march:90|2026-april:90|2026-may:70|2026-june:50|2026-july:50,explicit_city_query_under_uk_target,2026-09-03
Reading,Craft and making,Pottery painting,pottery painting Reading,pottery painting Reading,pottery painting reading,pottery painting Reading,880,LOW,3,0.1064,0.2894,1.4835,2025-august:880|2025-september:880|2025-october:880|2025-november:880|2025-december:720|2026-january:1000|2026-february:1300|2026-march:1000|2026-april:720|2026-may:590|2026-june:590|2026-july:720,explicit_city_query_under_uk_target,2026-09-03
Reading,Craft and making,Pottery classes,pottery classes Reading,pottery classes Reading,pottery classes reading,pottery classes Reading,210,HIGH,97,0.5501,0.2819,1.0018,2025-august:210|2025-september:170|2025-october:210|2025-november:210|2025-december:170|2026-january:390|2026-february:320|2026-march:170|2026-april:170|2026-may:140|2026-june:140|2026-july:110,explicit_city_query_under_uk_target,2026-09-03
Reading,Tabletop and games,Dungeons & Dragons,dungeons and dragons Reading,dungeons and dragons Reading,dungeons and dragons reading,dungeons and dragons Reading,10,LOW,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,explicit_city_query_under_uk_target,2026-09-03
Reading,Craft and making,Sewing classes,sewing classes Reading,sewing classes Reading,sewing classes reading,sewing classes Reading,40,MEDIUM,64,0.2509,0.0000,0.0000,2025-august:50|2025-september:50|2025-october:30|2025-november:30|2025-december:30|2026-january:50|2026-february:20|2026-march:30|2026-april:40|2026-may:30|2026-june:30|2026-july:50,explicit_city_query_under_uk_target,2026-09-03
Reading,Food and drink,Wine tasting,wine tasting Reading,wine tasting Reading,wine tasting reading,wine tasting Reading,140,HIGH,75,0.8259,0.3811,1.1189,2025-august:170|2025-september:170|2025-october:140|2025-november:170|2025-december:170|2026-january:140|2026-february:140|2026-march:170|2026-april:110|2026-may:140|2026-june:110|2026-july:170,explicit_city_query_under_uk_target,2026-09-03
Reading,Performance and dance,Acting classes,acting classes Reading,acting classes Reading,acting classes reading,acting classes Reading,30,MEDIUM,33,2.4298,0.6067,1.0777,2025-august:30|2025-september:50|2025-october:40|2025-november:20|2025-december:50|2026-january:50|2026-february:40|2026-march:20|2026-april:20|2026-may:30|2026-june:40|2026-july:10,explicit_city_query_under_uk_target,2026-09-03
Reading,Racket and team sport,Netball,netball clubs Reading,netball clubs Reading,netball clubs reading,netball clubs Reading,20,LOW,4,0.0000,0.0000,0.0000,2025-august:30|2025-september:30|2025-october:30|2025-november:20|2025-december:10|2026-january:30|2026-february:20|2026-march:20|2026-april:20|2026-may:20|2026-june:30|2026-july:20,explicit_city_query_under_uk_target,2026-09-03
Reading,Outdoor and endurance,Running clubs,running clubs Reading,running clubs Reading,running clubs reading,running clubs Reading,140,LOW,8,0.8879,0.5616,1.0977,2025-august:170|2025-september:170|2025-october:170|2025-november:140|2025-december:90|2026-january:140|2026-february:140|2026-march:140|2026-april:170|2026-may:140|2026-june:110|2026-july:110,explicit_city_query_under_uk_target,2026-09-03
Reading,Tabletop and games,Chess clubs,chess club Reading,chess club Reading,chess club reading,chess club Reading,30,LOW,4,0.0000,0.0000,0.0000,2025-august:30|2025-september:30|2025-october:30|2025-november:20|2025-december:20|2026-january:40|2026-february:30|2026-march:40|2026-april:20|2026-may:20|2026-june:20|2026-july:10,explicit_city_query_under_uk_target,2026-09-03
Reading,Racket and team sport,Padel,padel Reading,padel Reading,padel reading,padel Reading,880,LOW,3,0.6479,0.3678,1.6100,2025-august:1000|2025-september:880|2025-october:880|2025-november:720|2025-december:590|2026-january:880|2026-february:720|2026-march:880|2026-april:880|2026-may:720|2026-june:720|2026-july:720,explicit_city_query_under_uk_target,2026-09-03
Reading,Food and drink,Cooking classes,cooking classes Reading,cooking classes Reading,cooking classes reading,cooking classes Reading,140,HIGH,97,0.6587,0.2980,0.9966,2025-august:110|2025-september:110|2025-october:140|2025-november:170|2025-december:170|2026-january:210|2026-february:140|2026-march:110|2026-april:90|2026-may:110|2026-june:90|2026-july:70,explicit_city_query_under_uk_target,2026-09-03
Reading,Performance and dance,Karaoke,karaoke Reading,karaoke Reading,karaoke reading,karaoke Reading,720,LOW,7,0.2159,0.1995,0.4895,2025-august:880|2025-september:880|2025-october:880|2025-november:880|2025-december:880|2026-january:720|2026-february:720|2026-march:720|2026-april:720|2026-may:720|2026-june:590|2026-july:720,explicit_city_query_under_uk_target,2026-09-03
Edinburgh,Competitive experiences,Darts,darts Edinburgh,darts Edinburgh,darts edinburgh,darts Edinburgh,720,MEDIUM,43,1.0750,0.3196,0.9925,2025-august:390|2025-september:590|2025-october:720|2025-november:1000|2025-december:1000|2026-january:1000|2026-february:880|2026-march:590|2026-april:480|2026-may:390|2026-june:260|2026-july:320,explicit_city_query_under_uk_target,2026-09-03
Edinburgh,Performance and dance,Line dancing,line dancing Edinburgh,line dancing Edinburgh,line dancing edinburgh,line dancing Edinburgh,260,LOW,1,0.5730,0.0000,0.0000,2025-august:170|2025-september:320|2025-october:260|2025-november:210|2025-december:170|2026-january:320|2026-february:260|2026-march:260|2026-april:210|2026-may:260|2026-june:210|2026-july:260,explicit_city_query_under_uk_target,2026-09-03
Edinburgh,Performance and dance,Salsa classes,salsa classes Edinburgh,salsa classes Edinburgh,salsa classes edinburgh,salsa classes Edinburgh,320,LOW,8,1.0681,0.4414,3.6542,2025-august:320|2025-september:320|2025-october:260|2025-november:320|2025-december:320|2026-january:390|2026-february:390|2026-march:320|2026-april:260|2026-may:260|2026-june:260|2026-july:260,explicit_city_query_under_uk_target,2026-09-03
Edinburgh,Tabletop and games,Board-game cafes,board game cafe Edinburgh,board game cafe Edinburgh,board game cafe edinburgh,board game cafe Edinburgh,390,LOW,12,0.6999,0.4347,0.8971,2025-august:320|2025-september:480|2025-october:480|2025-november:390|2025-december:390|2026-january:390|2026-february:390|2026-march:390|2026-april:320|2026-may:320|2026-june:260|2026-july:320,explicit_city_query_under_uk_target,2026-09-03
Edinburgh,Craft and making,Pottery painting,pottery painting Edinburgh,pottery painting Edinburgh,pottery painting edinburgh,pottery painting Edinburgh,1600,LOW,17,0.7901,0.2622,1.0219,2025-august:1300|2025-september:1300|2025-october:1600|2025-november:1600|2025-december:1300|2026-january:1900|2026-february:2400|2026-march:1900|2026-april:1600|2026-may:1300|2026-june:1000|2026-july:1600,explicit_city_query_under_uk_target,2026-09-03
Edinburgh,Craft and making,Pottery classes,pottery classes Edinburgh,pottery classes Edinburgh,pottery classes edinburgh,pottery classes Edinburgh,1300,HIGH,94,0.6825,0.3132,1.0678,2025-august:1300|2025-september:1600|2025-october:1300|2025-november:1600|2025-december:1600|2026-january:1900|2026-february:1600|2026-march:1600|2026-april:1000|2026-may:1000|2026-june:880|2026-july:880,explicit_city_query_under_uk_target,2026-09-03
Edinburgh,Tabletop and games,Dungeons & Dragons,dungeons and dragons Edinburgh,dungeons and dragons Edinburgh,dungeons and dragons edinburgh,dungeons and dragons Edinburgh,90,LOW,4,3.1801,0.2208,1.1953,2025-august:70|2025-september:70|2025-october:90|2025-november:90|2025-december:90|2026-january:90|2026-february:70|2026-march:40|2026-april:40|2026-may:40|2026-june:70|2026-july:210,explicit_city_query_under_uk_target,2026-09-03
Edinburgh,Craft and making,Sewing classes,sewing classes Edinburgh,sewing classes Edinburgh,sewing classes edinburgh,sewing classes Edinburgh,390,MEDIUM,61,0.3866,0.2669,1.1347,2025-august:390|2025-september:390|2025-october:390|2025-november:390|2025-december:320|2026-january:390|2026-february:390|2026-march:390|2026-april:260|2026-may:320|2026-june:260|2026-july:390,explicit_city_query_under_uk_target,2026-09-03
Edinburgh,Food and drink,Wine tasting,wine tasting Edinburgh,wine tasting Edinburgh,wine tasting edinburgh,wine tasting Edinburgh,1000,HIGH,100,0.9152,0.3254,1.3422,2025-august:1000|2025-september:1000|2025-october:1300|2025-november:1600|2025-december:1600|2026-january:1300|2026-february:1000|2026-march:1000|2026-april:1000|2026-may:880|2026-june:880|2026-july:880,explicit_city_query_under_uk_target,2026-09-03
Edinburgh,Performance and dance,Acting classes,acting classes Edinburgh,acting classes Edinburgh,acting classes edinburgh,acting classes Edinburgh,480,LOW,15,1.5327,0.5703,1.8700,2025-august:480|2025-september:590|2025-october:480|2025-november:590|2025-december:480|2026-january:720|2026-february:590|2026-march:480|2026-april:390|2026-may:480|2026-june:480|2026-july:320,explicit_city_query_under_uk_target,2026-09-03
Edinburgh,Tabletop and games,Quiz nights,quiz night Edinburgh,quiz night Edinburgh,quiz night edinburgh,quiz night Edinburgh,1600,LOW,1,0.4177,0.0000,0.0000,2025-august:1000|2025-september:1900|2025-october:1900|2025-november:1600|2025-december:1300|2026-january:1900|2026-february:1600|2026-march:1600|2026-april:1600|2026-may:1300|2026-june:1300|2026-july:1000,explicit_city_query_under_uk_target,2026-09-03
Edinburgh,Racket and team sport,Volleyball,volleyball clubs Edinburgh,volleyball clubs Edinburgh,volleyball clubs edinburgh,volleyball clubs Edinburgh,70,LOW,0,0.0000,0.0000,0.0000,2025-august:90|2025-september:170|2025-october:90|2025-november:90|2025-december:50|2026-january:70|2026-february:50|2026-march:90|2026-april:70|2026-may:50|2026-june:70|2026-july:50,explicit_city_query_under_uk_target,2026-09-03
Edinburgh,Racket and team sport,Netball,netball clubs Edinburgh,netball clubs Edinburgh,netball clubs edinburgh,netball clubs Edinburgh,70,LOW,2,0.7548,0.0000,0.0000,2025-august:110|2025-september:140|2025-october:90|2025-november:90|2025-december:40|2026-january:90|2026-february:50|2026-march:70|2026-april:50|2026-may:50|2026-june:70|2026-july:70,explicit_city_query_under_uk_target,2026-09-03
Edinburgh,Outdoor and endurance,Running clubs,running clubs Edinburgh,running clubs Edinburgh,running clubs edinburgh,running clubs Edinburgh,390,LOW,4,1.2410,0.5409,1.5292,2025-august:480|2025-september:480|2025-october:480|2025-november:390|2025-december:320|2026-january:480|2026-february:320|2026-march:390|2026-april:390|2026-may:480|2026-june:480|2026-july:320,explicit_city_query_under_uk_target,2026-09-03
Edinburgh,Tabletop and games,Chess clubs,chess club Edinburgh,chess club Edinburgh,chess club edinburgh,chess club Edinburgh,480,LOW,3,0.4300,0.0000,0.0000,2025-august:480|2025-september:480|2025-october:480|2025-november:590|2025-december:590|2026-january:480|2026-february:590|2026-march:590|2026-april:590|2026-may:480|2026-june:480|2026-july:390,explicit_city_query_under_uk_target,2026-09-03
Edinburgh,Racket and team sport,Padel,padel Edinburgh,padel Edinburgh,padel edinburgh,padel Edinburgh,1900,LOW,6,0.4918,0.2142,0.7680,2025-august:1900|2025-september:2400|2025-october:1900|2025-november:1900|2025-december:1300|2026-january:2900|2026-february:1900|2026-march:2400|2026-april:1900|2026-may:1600|2026-june:1600|2026-july:1900,explicit_city_query_under_uk_target,2026-09-03
Edinburgh,Food and drink,Cooking classes,cooking classes Edinburgh,cooking classes Edinburgh,cooking classes edinburgh,cooking classes Edinburgh,1000,HIGH,100,1.1019,0.3021,1.2405,2025-august:880|2025-september:1000|2025-october:1000|2025-november:1600|2025-december:1900|2026-january:1000|2026-february:880|2026-march:880|2026-april:720|2026-may:720|2026-june:720|2026-july:590,explicit_city_query_under_uk_target,2026-09-03
Edinburgh,Nature and animals,Nature walks,nature walks Edinburgh,nature walks Edinburgh,nature walks edinburgh,nature walks Edinburgh,70,LOW,20,0.5635,0.1069,2.1288,2025-august:90|2025-september:40|2025-october:50|2025-november:30|2025-december:40|2026-january:50|2026-february:50|2026-march:70|2026-april:70|2026-may:70|2026-june:70|2026-july:70,explicit_city_query_under_uk_target,2026-09-03
Edinburgh,Performance and dance,Karaoke,karaoke Edinburgh,karaoke Edinburgh,karaoke edinburgh,karaoke Edinburgh,2900,LOW,20,0.5772,0.2651,0.8452,2025-august:2900|2025-september:2900|2025-october:3600|2025-november:3600|2025-december:3600|2026-january:2900|2026-february:2900|2026-march:2900|2026-april:2400|2026-may:2900|2026-june:2400|2026-july:2400,explicit_city_query_under_uk_target,2026-09-03
Edinburgh,Craft and making,General art workshops,art workshops Edinburgh,art workshops Edinburgh,art workshops edinburgh,art workshops Edinburgh,50,HIGH,98,1.0835,0.3268,1.4835,2025-august:50|2025-september:70|2025-october:70|2025-november:70|2025-december:30|2026-january:50|2026-february:70|2026-march:40|2026-april:40|2026-may:50|2026-june:50|2026-july:50,explicit_city_query_under_uk_target,2026-09-03
Edinburgh,Craft and making,Sip and paint,sip and paint Edinburgh,sip and paint Edinburgh,sip and paint edinburgh,sip and paint Edinburgh,320,HIGH,100,0.8595,0.3365,0.9291,2025-august:320|2025-september:320|2025-october:320|2025-november:260|2025-december:210|2026-january:390|2026-february:390|2026-march:390|2026-april:260|2026-may:320|2026-june:210|2026-july:210,explicit_city_query_under_uk_target,2026-09-03
Glasgow,Competitive experiences,Darts,darts Glasgow,darts Glasgow,darts glasgow,darts Glasgow,2400,MEDIUM,45,1.0368,0.3141,1.4254,2025-august:1300|2025-september:1600|2025-october:2400|2025-november:2400|2025-december:3600|2026-january:4400|2026-february:6600|2026-march:1600|2026-april:1900|2026-may:1000|2026-june:720|2026-july:880,explicit_city_query_under_uk_target,2026-09-03
Glasgow,Performance and dance,Line dancing,line dancing Glasgow,line dancing Glasgow,line dancing glasgow,line dancing Glasgow,320,LOW,2,1.7794,0.0000,0.0000,2025-august:260|2025-september:320|2025-october:390|2025-november:260|2025-december:170|2026-january:320|2026-february:320|2026-march:260|2026-april:260|2026-may:590|2026-june:210|2026-july:210,explicit_city_query_under_uk_target,2026-09-03
Glasgow,Performance and dance,Salsa classes,salsa classes Glasgow,salsa classes Glasgow,salsa classes glasgow,salsa classes Glasgow,260,LOW,18,0.5449,0.2342,0.4714,2025-august:320|2025-september:260|2025-october:320|2025-november:260|2025-december:260|2026-january:390|2026-february:390|2026-march:320|2026-april:260|2026-may:260|2026-june:210|2026-july:260,explicit_city_query_under_uk_target,2026-09-03
Glasgow,Tabletop and games,Board-game cafes,board game cafe Glasgow,board game cafe Glasgow,board game cafe glasgow,board game cafe Glasgow,260,LOW,4,0.3692,0.0000,0.0000,2025-august:210|2025-september:320|2025-october:390|2025-november:260|2025-december:210|2026-january:260|2026-february:260|2026-march:260|2026-april:170|2026-may:260|2026-june:210|2026-july:210,explicit_city_query_under_uk_target,2026-09-03
Glasgow,Craft and making,Pottery painting,pottery painting Glasgow,pottery painting Glasgow,pottery painting glasgow,pottery painting Glasgow,3600,LOW,2,0.3731,0.2826,1.1195,2025-august:3600|2025-september:3600|2025-october:3600|2025-november:3600|2025-december:2900|2026-january:4400|2026-february:4400|2026-march:4400|2026-april:3600|2026-may:2900|2026-june:2900|2026-july:3600,explicit_city_query_under_uk_target,2026-09-03
Glasgow,Craft and making,Pottery classes,pottery classes Glasgow,pottery classes Glasgow,pottery classes glasgow,pottery classes Glasgow,880,MEDIUM,34,0.7988,0.2952,0.8414,2025-august:720|2025-september:880|2025-october:720|2025-november:880|2025-december:1300|2026-january:1300|2026-february:1000|2026-march:1000|2026-april:720|2026-may:590|2026-june:590|2026-july:590,explicit_city_query_under_uk_target,2026-09-03
Glasgow,Tabletop and games,Dungeons & Dragons,dungeons and dragons Glasgow,dungeons and dragons Glasgow,dungeons and dragons glasgow,dungeons and dragons Glasgow,90,LOW,0,0.0000,0.0000,0.0000,2025-august:90|2025-september:90|2025-october:110|2025-november:90|2025-december:140|2026-january:110|2026-february:90|2026-march:70|2026-april:50|2026-may:50|2026-june:40|2026-july:70,explicit_city_query_under_uk_target,2026-09-03
Glasgow,Craft and making,Sewing classes,sewing classes Glasgow,sewing classes Glasgow,sewing classes glasgow,sewing classes Glasgow,390,LOW,12,0.7465,0.3192,0.8033,2025-august:480|2025-september:480|2025-october:480|2025-november:390|2025-december:320|2026-january:480|2026-february:390|2026-march:390|2026-april:320|2026-may:320|2026-june:320|2026-july:320,explicit_city_query_under_uk_target,2026-09-03
Glasgow,Food and drink,Wine tasting,wine tasting Glasgow,wine tasting Glasgow,wine tasting glasgow,wine tasting Glasgow,1000,HIGH,99,0.7473,0.3972,1.2090,2025-august:880|2025-september:1000|2025-october:1000|2025-november:1300|2025-december:1600|2026-january:1000|2026-february:1000|2026-march:1000|2026-april:880|2026-may:880|2026-june:720|2026-july:880,explicit_city_query_under_uk_target,2026-09-03
Glasgow,Performance and dance,Acting classes,acting classes Glasgow,acting classes Glasgow,acting classes glasgow,acting classes Glasgow,390,LOW,31,1.1603,0.2978,1.2463,2025-august:480|2025-september:590|2025-october:390|2025-november:390|2025-december:390|2026-january:720|2026-february:390|2026-march:390|2026-april:260|2026-may:320|2026-june:260|2026-july:320,explicit_city_query_under_uk_target,2026-09-03
Glasgow,Tabletop and games,Quiz nights,quiz night Glasgow,quiz night Glasgow,quiz night glasgow,quiz night Glasgow,1300,LOW,1,0.2420,0.0000,0.0000,2025-august:1300|2025-september:1600|2025-october:1600|2025-november:1300|2025-december:1000|2026-january:1600|2026-february:1300|2026-march:1300|2026-april:1300|2026-may:1300|2026-june:1000|2026-july:1000,explicit_city_query_under_uk_target,2026-09-03
Glasgow,Racket and team sport,Volleyball,volleyball clubs Glasgow,volleyball clubs Glasgow,volleyball clubs glasgow,volleyball clubs Glasgow,50,LOW,1,0.0307,0.0000,0.0000,2025-august:40|2025-september:70|2025-october:70|2025-november:50|2025-december:40|2026-january:70|2026-february:70|2026-march:70|2026-april:70|2026-may:50|2026-june:30|2026-july:40,explicit_city_query_under_uk_target,2026-09-03
Glasgow,Racket and team sport,Netball,netball clubs Glasgow,netball clubs Glasgow,netball clubs glasgow,netball clubs Glasgow,40,LOW,1,0.0000,0.0000,0.0000,2025-august:70|2025-september:70|2025-october:40|2025-november:30|2025-december:20|2026-january:40|2026-february:30|2026-march:40|2026-april:40|2026-may:40|2026-june:40|2026-july:70,explicit_city_query_under_uk_target,2026-09-03
Glasgow,Outdoor and endurance,Running clubs,running clubs Glasgow,running clubs Glasgow,running clubs glasgow,running clubs Glasgow,260,LOW,6,0.5475,0.6233,1.6004,2025-august:320|2025-september:320|2025-october:390|2025-november:260|2025-december:170|2026-january:320|2026-february:260|2026-march:210|2026-april:260|2026-may:260|2026-june:210|2026-july:210,explicit_city_query_under_uk_target,2026-09-03
Glasgow,Tabletop and games,Chess clubs,chess club Glasgow,chess club Glasgow,chess club glasgow,chess club Glasgow,170,LOW,0,0.0000,0.0000,0.0000,2025-august:170|2025-september:210|2025-october:170|2025-november:140|2025-december:140|2026-january:170|2026-february:140|2026-march:170|2026-april:170|2026-may:110|2026-june:140|2026-july:110,explicit_city_query_under_uk_target,2026-09-03
Glasgow,Racket and team sport,Padel,padel Glasgow,padel Glasgow,padel glasgow,padel Glasgow,2900,LOW,4,0.4496,0.3742,0.7061,2025-august:2900|2025-september:2900|2025-october:2900|2025-november:1900|2025-december:1600|2026-january:4400|2026-february:4400|2026-march:4400|2026-april:3600|2026-may:2900|2026-june:2400|2026-july:2400,explicit_city_query_under_uk_target,2026-09-03
Glasgow,Food and drink,Cooking classes,cooking classes Glasgow,cooking classes Glasgow,cooking classes glasgow,cooking classes Glasgow,880,HIGH,97,0.4793,0.2119,0.7155,2025-august:880|2025-september:880|2025-october:1000|2025-november:1300|2025-december:1600|2026-january:1000|2026-february:720|2026-march:720|2026-april:720|2026-may:590|2026-june:590|2026-july:590,explicit_city_query_under_uk_target,2026-09-03
Glasgow,Nature and animals,Nature walks,nature walks Glasgow,nature walks Glasgow,nature walks glasgow,nature walks Glasgow,70,LOW,6,5.0870,0.0000,0.0000,2025-august:90|2025-september:90|2025-october:50|2025-november:40|2025-december:30|2026-january:70|2026-february:70|2026-march:40|2026-april:90|2026-may:70|2026-june:50|2026-july:50,explicit_city_query_under_uk_target,2026-09-03
Glasgow,Performance and dance,Karaoke,karaoke Glasgow,karaoke Glasgow,karaoke glasgow,karaoke Glasgow,2900,LOW,2,0.4560,0.5109,1.3651,2025-august:2900|2025-september:2900|2025-october:3600|2025-november:2900|2025-december:2900|2026-january:2900|2026-february:2900|2026-march:2400|2026-april:2400|2026-may:2900|2026-june:1900|2026-july:2400,explicit_city_query_under_uk_target,2026-09-03
Glasgow,Craft and making,General art workshops,art workshops Glasgow,art workshops Glasgow,art workshops glasgow,art workshops Glasgow,40,LOW,19,0.0000,0.0000,0.0000,2025-august:50|2025-september:20|2025-october:50|2025-november:40|2025-december:30|2026-january:50|2026-february:90|2026-march:50|2026-april:40|2026-may:30|2026-june:40|2026-july:30,explicit_city_query_under_uk_target,2026-09-03
Glasgow,Craft and making,Sip and paint,sip and paint Glasgow,sip and paint Glasgow,sip and paint glasgow,sip and paint Glasgow,320,HIGH,100,0.7025,0.2875,0.7674,2025-august:260|2025-september:260|2025-october:320|2025-november:320|2025-december:260|2026-january:390|2026-february:390|2026-march:390|2026-april:320|2026-may:320|2026-june:320|2026-july:260,explicit_city_query_under_uk_target,2026-09-03
Liverpool,Competitive experiences,Darts,darts Liverpool,darts Liverpool,darts liverpool,darts Liverpool,1600,MEDIUM,40,0.7639,0.3080,0.8077,2025-august:880|2025-september:1000|2025-october:1900|2025-november:1600|2025-december:1900|2026-january:2400|2026-february:1900|2026-march:1600|2026-april:4400|2026-may:880|2026-june:720|2026-july:720,explicit_city_query_under_uk_target,2026-09-03
Liverpool,Performance and dance,Line dancing,line dancing Liverpool,line dancing Liverpool,line dancing liverpool,line dancing Liverpool,210,LOW,14,1.4036,0.5924,1.0532,2025-august:210|2025-september:320|2025-october:260|2025-november:170|2025-december:140|2026-january:260|2026-february:210|2026-march:260|2026-april:210|2026-may:210|2026-june:170|2026-july:170,explicit_city_query_under_uk_target,2026-09-03
Liverpool,Performance and dance,Salsa classes,salsa classes Liverpool,salsa classes Liverpool,salsa classes liverpool,salsa classes Liverpool,210,LOW,7,0.2156,0.1852,0.5956,2025-august:210|2025-september:170|2025-october:210|2025-november:210|2025-december:210|2026-january:260|2026-february:260|2026-march:170|2026-april:140|2026-may:170|2026-june:170|2026-july:170,explicit_city_query_under_uk_target,2026-09-03
Liverpool,Tabletop and games,Board-game cafes,board game cafe Liverpool,board game cafe Liverpool,board game cafe liverpool,board game cafe Liverpool,260,LOW,0,0.0000,0.0000,0.0000,2025-august:210|2025-september:260|2025-october:210|2025-november:210|2025-december:210|2026-january:320|2026-february:260|2026-march:260|2026-april:260|2026-may:210|2026-june:260|2026-july:210,explicit_city_query_under_uk_target,2026-09-03
Liverpool,Craft and making,Pottery painting,pottery painting Liverpool,pottery painting Liverpool,pottery painting liverpool,pottery painting Liverpool,1900,LOW,18,0.2752,0.3735,0.9793,2025-august:1900|2025-september:1900|2025-october:2400|2025-november:1900|2025-december:1300|2026-january:2900|2026-february:3600|2026-march:2400|2026-april:1900|2026-may:1600|2026-june:1600|2026-july:1900,explicit_city_query_under_uk_target,2026-09-03
Liverpool,Craft and making,Pottery classes,pottery classes Liverpool,pottery classes Liverpool,pottery classes liverpool,pottery classes Liverpool,720,HIGH,100,0.8098,0.3395,0.9808,2025-august:720|2025-september:720|2025-october:720|2025-november:720|2025-december:880|2026-january:1300|2026-february:1000|2026-march:720|2026-april:590|2026-may:590|2026-june:480|2026-july:480,explicit_city_query_under_uk_target,2026-09-03
Liverpool,Tabletop and games,Dungeons & Dragons,dungeons and dragons Liverpool,dungeons and dragons Liverpool,dungeons and dragons liverpool,dungeons and dragons Liverpool,50,LOW,1,0.0000,0.0000,0.0000,2025-august:40|2025-september:40|2025-october:40|2025-november:50|2025-december:70|2026-january:110|2026-february:50|2026-march:50|2026-april:50|2026-may:30|2026-june:20|2026-july:30,explicit_city_query_under_uk_target,2026-09-03
Liverpool,Craft and making,Sewing classes,sewing classes Liverpool,sewing classes Liverpool,sewing classes liverpool,sewing classes Liverpool,260,MEDIUM,63,0.4582,0.0985,0.5656,2025-august:260|2025-september:260|2025-october:260|2025-november:170|2025-december:170|2026-january:390|2026-february:260|2026-march:210|2026-april:170|2026-may:210|2026-june:210|2026-july:260,explicit_city_query_under_uk_target,2026-09-03
Liverpool,Food and drink,Wine tasting,wine tasting Liverpool,wine tasting Liverpool,wine tasting liverpool,wine tasting Liverpool,880,HIGH,99,0.4756,0.2602,0.6780,2025-august:880|2025-september:1000|2025-october:1000|2025-november:1300|2025-december:1300|2026-january:1000|2026-february:1000|2026-march:880|2026-april:720|2026-may:720|2026-june:720|2026-july:720,explicit_city_query_under_uk_target,2026-09-03
Liverpool,Performance and dance,Acting classes,acting classes Liverpool,acting classes Liverpool,acting classes liverpool,acting classes Liverpool,320,MEDIUM,37,3.2813,0.5347,2.7740,2025-august:320|2025-september:390|2025-october:260|2025-november:320|2025-december:320|2026-january:590|2026-february:390|2026-march:390|2026-april:320|2026-may:260|2026-june:260|2026-july:260,explicit_city_query_under_uk_target,2026-09-03
Liverpool,Tabletop and games,Quiz nights,quiz night Liverpool,quiz night Liverpool,quiz night liverpool,quiz night Liverpool,590,LOW,2,0.0000,0.0000,0.0000,2025-august:720|2025-september:720|2025-october:720|2025-november:590|2025-december:480|2026-january:590|2026-february:720|2026-march:590|2026-april:590|2026-may:390|2026-june:390|2026-july:390,explicit_city_query_under_uk_target,2026-09-03
Liverpool,Racket and team sport,Volleyball,volleyball clubs Liverpool,volleyball clubs Liverpool,volleyball clubs liverpool,volleyball clubs Liverpool,10,LOW,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:20|2026-february:20|2026-march:30|2026-april:10|2026-may:10|2026-june:10|2026-july:20,explicit_city_query_under_uk_target,2026-09-03
Liverpool,Racket and team sport,Netball,netball clubs Liverpool,netball clubs Liverpool,netball clubs liverpool,netball clubs Liverpool,40,LOW,7,1.0915,0.0000,0.0000,2025-august:30|2025-september:70|2025-october:50|2025-november:30|2025-december:30|2026-january:70|2026-february:40|2026-march:40|2026-april:20|2026-may:40|2026-june:30|2026-july:30,explicit_city_query_under_uk_target,2026-09-03
Liverpool,Outdoor and endurance,Running clubs,running clubs Liverpool,running clubs Liverpool,running clubs liverpool,running clubs Liverpool,480,LOW,2,1.0461,0.6766,1.5869,2025-august:480|2025-september:480|2025-october:480|2025-november:390|2025-december:390|2026-january:480|2026-february:390|2026-march:590|2026-april:720|2026-may:720|2026-june:480|2026-july:480,explicit_city_query_under_uk_target,2026-09-03
