city,family,format,submitted_keyword,grouped_submitted_keywords,returned_keyword,close_variants,average_monthly_searches,competition,competition_index,average_cpc_gbp,low_top_of_page_gbp,high_top_of_page_gbp,monthly_search_volumes,geography_method,observed_at
London,Competitive experiences,Darts,darts near me,darts near me,darts near me,,3600,MEDIUM,43,0.3051,0.2898,1.0524,2025-august:3600|2025-september:2900|2025-october:4400|2025-november:4400|2025-december:4400|2026-january:6600|2026-february:4400|2026-march:4400|2026-april:3600|2026-may:2900|2026-june:2400|2026-july:2400,generic_query_inside_local_geo_target,2026-09-03
Southampton,Racket and team sport,Netball,netball clubs near me,netball clubs near me,netball clubs near me,,10,LOW,2,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:20,generic_query_inside_local_geo_target,2026-09-03
Southampton,Outdoor and endurance,Running clubs,running clubs near me,running clubs near me,running clubs near me,,10,LOW,8,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:20|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Southampton,Tabletop and games,Chess clubs,chess club near me,chess club near me,chess club near me,,10,LOW,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Southampton,"Wellness, spa and retreats",Yoga retreats,yoga retreat near me,yoga retreat near me,yoga retreat near me,,10,HIGH,79,1.3996,0.0000,0.0000,2025-august:10|2025-september:0|2025-october:0|2025-november:0|2025-december:10|2026-january:10|2026-february:10|2026-march:0|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Southampton,Racket and team sport,Padel,padel near me,padel near me,padel near me,,70,LOW,5,1.8710,0.0000,0.0000,2025-august:40|2025-september:50|2025-october:50|2025-november:50|2025-december:30|2026-january:90|2026-february:70|2026-march:50|2026-april:90|2026-may:170|2026-june:90|2026-july:140,generic_query_inside_local_geo_target,2026-09-03
Southampton,Food and drink,Cooking classes,cooking classes near me,cooking classes near me,cooking classes near me,,10,HIGH,84,1.9543,0.2334,0.8972,2025-august:10|2025-september:10|2025-october:10|2025-november:20|2025-december:10|2026-january:10|2026-february:20|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:20,generic_query_inside_local_geo_target,2026-09-03
Southampton,Nature and animals,Nature walks,nature walks near me,nature walks near me,nature walks near me,,10,LOW,8,0.0484,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:30|2026-july:30,generic_query_inside_local_geo_target,2026-09-03
Southampton,Social and relationship,Speed dating,speed dating near me,speed dating near me,speed dating near me,,10,MEDIUM,43,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:20|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Southampton,Performance and dance,Karaoke,karaoke near me,karaoke near me,karaoke near me,,110,LOW,13,0.3203,0.3538,1.7426,2025-august:110|2025-september:70|2025-october:140|2025-november:110|2025-december:110|2026-january:70|2026-february:90|2026-march:90|2026-april:140|2026-may:170|2026-june:170|2026-july:170,generic_query_inside_local_geo_target,2026-09-03
Southampton,"Wellness, spa and retreats",Spa retreats,spa retreat near me,spa retreat near me,spa retreat near me,,10,HIGH,100,1.5303,0.4964,1.0344,2025-august:10|2025-september:0|2025-october:10|2025-november:10|2025-december:0|2026-january:10|2026-february:10|2026-march:10|2026-april:0|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Southampton,Craft and making,General art workshops,art workshops near me,art workshops near me,art workshops near me,,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:0|2025-december:0|2026-january:10|2026-february:0|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:0,generic_query_inside_local_geo_target,2026-09-03
Southampton,Craft and making,Sip and paint,sip and paint near me,sip and paint near me,sip and paint near me,,10,HIGH,90,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:20|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Reading,Competitive experiences,Darts,darts near me,darts near me,darts near me,,50,LOW,11,3.3110,0.0000,0.0000,2025-august:40|2025-september:30|2025-october:30|2025-november:40|2025-december:50|2026-january:70|2026-february:70|2026-march:50|2026-april:50|2026-may:50|2026-june:30|2026-july:30,generic_query_inside_local_geo_target,2026-09-03
Reading,Performance and dance,Line dancing,line dancing near me,line dancing near me,line dancing near me,,20,LOW,2,0.0000,0.0000,0.0000,2025-august:10|2025-september:30|2025-october:40|2025-november:20|2025-december:10|2026-january:30|2026-february:20|2026-march:30|2026-april:10|2026-may:10|2026-june:10|2026-july:20,generic_query_inside_local_geo_target,2026-09-03
Reading,Performance and dance,Salsa classes,salsa classes near me,salsa classes near me,salsa classes near me,,10,LOW,1,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:20|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Reading,Tabletop and games,Board-game cafes,board game cafe near me,board game cafe near me,board game cafe near me,,30,LOW,6,0.0905,0.0000,0.0000,2025-august:30|2025-september:30|2025-october:30|2025-november:40|2025-december:30|2026-january:40|2026-february:40|2026-march:20|2026-april:20|2026-may:30|2026-june:10|2026-july:30,generic_query_inside_local_geo_target,2026-09-03
Reading,Craft and making,Pottery painting,pottery painting near me,pottery painting near me,pottery painting near me,,170,LOW,9,1.0846,0.0000,0.0000,2025-august:170|2025-september:140|2025-october:170|2025-november:170|2025-december:90|2026-january:170|2026-february:210|2026-march:170|2026-april:140|2026-may:140|2026-june:90|2026-july:140,generic_query_inside_local_geo_target,2026-09-03
Reading,Craft and making,Pottery classes,pottery classes near me,pottery classes near me,pottery classes near me,,40,HIGH,75,0.3175,0.0000,0.0000,2025-august:50|2025-september:30|2025-october:40|2025-november:30|2025-december:30|2026-january:50|2026-february:70|2026-march:50|2026-april:20|2026-may:40|2026-june:20|2026-july:70,generic_query_inside_local_geo_target,2026-09-03
Reading,Tabletop and games,Dungeons & Dragons,dungeons and dragons near me,dungeons and dragons near me,dungeons and dragons near me,,10,LOW,12,0.0463,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Reading,Craft and making,Sewing classes,sewing classes near me,sewing classes near me,sewing classes near me,,20,HIGH,69,0.1447,0.0000,0.0000,2025-august:20|2025-september:20|2025-october:20|2025-november:10|2025-december:20|2026-january:20|2026-february:10|2026-march:20|2026-april:10|2026-may:20|2026-june:30|2026-july:20,generic_query_inside_local_geo_target,2026-09-03
Reading,Food and drink,Wine tasting,wine tasting near me,wine tasting near me,wine tasting near me,,20,HIGH,86,0.9180,0.4110,0.8102,2025-august:20|2025-september:10|2025-october:10|2025-november:20|2025-december:30|2026-january:30|2026-february:10|2026-march:10|2026-april:10|2026-may:20|2026-june:10|2026-july:20,generic_query_inside_local_geo_target,2026-09-03
Reading,Performance and dance,Acting classes,acting classes near me,acting classes near me,acting classes near me,,10,HIGH,71,0.3816,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:20|2026-january:20|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Reading,Tabletop and games,Quiz nights,quiz night near me,quiz night near me,quiz night near me,,10,LOW,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:0|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Reading,Racket and team sport,Volleyball,volleyball clubs near me,volleyball clubs near me,volleyball clubs near me,,10,LOW,3,0.0000,0.0000,0.0000,2025-august:10|2025-september:20|2025-october:20|2025-november:20|2025-december:10|2026-january:10|2026-february:10|2026-march:20|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Reading,Racket and team sport,Netball,netball clubs near me,netball clubs near me,netball clubs near me,,10,LOW,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Reading,Outdoor and endurance,Running clubs,running clubs near me,running clubs near me,running clubs near me,,10,MEDIUM,36,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Reading,Tabletop and games,Chess clubs,chess club near me,chess club near me,chess club near me,,10,LOW,2,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Reading,"Wellness, spa and retreats",Yoga retreats,yoga retreat near me,yoga retreat near me,yoga retreat near me,,10,HIGH,86,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:0|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Reading,Racket and team sport,Padel,padel near me,padel near me,padel near me,,140,LOW,19,0.1650,0.0000,0.0000,2025-august:170|2025-september:170|2025-october:140|2025-november:90|2025-december:110|2026-january:110|2026-february:140|2026-march:170|2026-april:140|2026-may:170|2026-june:90|2026-july:140,generic_query_inside_local_geo_target,2026-09-03
Reading,Food and drink,Cooking classes,cooking classes near me,cooking classes near me,cooking classes near me,,20,HIGH,100,2.6079,0.2887,1.2991,2025-august:20|2025-september:20|2025-october:20|2025-november:40|2025-december:20|2026-january:30|2026-february:20|2026-march:30|2026-april:10|2026-may:20|2026-june:30|2026-july:20,generic_query_inside_local_geo_target,2026-09-03
Reading,Nature and animals,Nature walks,nature walks near me,nature walks near me,nature walks near me,,20,LOW,9,0.5249,0.0000,0.0000,2025-august:30|2025-september:30|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:20|2026-april:30|2026-may:20|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Reading,Social and relationship,Speed dating,speed dating near me,speed dating near me,speed dating near me,,10,LOW,14,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Reading,Performance and dance,Karaoke,karaoke near me,karaoke near me,karaoke near me,,140,LOW,18,0.4471,1.6786,3.3101,2025-august:140|2025-september:110|2025-october:140|2025-november:170|2025-december:170|2026-january:170|2026-february:140|2026-march:140|2026-april:140|2026-may:170|2026-june:110|2026-july:140,generic_query_inside_local_geo_target,2026-09-03
Reading,"Wellness, spa and retreats",Spa retreats,spa retreat near me,spa retreat near me,spa retreat near me,,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:0|2026-may:10|2026-june:10|2026-july:0,generic_query_inside_local_geo_target,2026-09-03
Reading,Craft and making,General art workshops,art workshops near me,art workshops near me,art workshops near me,,10,LOW,25,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:0|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Reading,Craft and making,Sip and paint,sip and paint near me,sip and paint near me,sip and paint near me,,10,MEDIUM,51,0.3976,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:20|2025-november:10|2025-december:10|2026-january:20|2026-february:10|2026-march:10|2026-april:20|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Edinburgh,Competitive experiences,Darts,darts near me,darts near me,darts near me,,170,MEDIUM,36,0.1980,0.0000,0.0000,2025-august:140|2025-september:140|2025-october:210|2025-november:210|2025-december:210|2026-january:320|2026-february:260|2026-march:210|2026-april:210|2026-may:170|2026-june:110|2026-july:140,generic_query_inside_local_geo_target,2026-09-03
Edinburgh,Performance and dance,Line dancing,line dancing near me,line dancing near me,line dancing near me,,40,LOW,0,0.0000,0.0000,0.0000,2025-august:30|2025-september:40|2025-october:50|2025-november:40|2025-december:20|2026-january:70|2026-february:40|2026-march:40|2026-april:50|2026-may:40|2026-june:30|2026-july:40,generic_query_inside_local_geo_target,2026-09-03
Edinburgh,Performance and dance,Salsa classes,salsa classes near me,salsa classes near me,salsa classes near me,,10,LOW,8,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:20|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Edinburgh,Tabletop and games,Board-game cafes,board game cafe near me,board game cafe near me,board game cafe near me,,110,LOW,16,0.1032,0.0000,0.0000,2025-august:110|2025-september:110|2025-october:170|2025-november:110|2025-december:90|2026-january:110|2026-february:110|2026-march:90|2026-april:110|2026-may:70|2026-june:70|2026-july:140,generic_query_inside_local_geo_target,2026-09-03
Edinburgh,Craft and making,Pottery painting,pottery painting near me,pottery painting near me,pottery painting near me,,110,LOW,6,0.0000,0.0000,0.0000,2025-august:170|2025-september:90|2025-october:170|2025-november:110|2025-december:90|2026-january:140|2026-february:170|2026-march:140|2026-april:140|2026-may:110|2026-june:70|2026-july:90,generic_query_inside_local_geo_target,2026-09-03
Edinburgh,Craft and making,Pottery classes,pottery classes near me,pottery classes near me,pottery classes near me,,90,LOW,21,0.0000,0.0000,0.0000,2025-august:90|2025-september:70|2025-october:70|2025-november:90|2025-december:70|2026-january:140|2026-february:110|2026-march:110|2026-april:110|2026-may:140|2026-june:70|2026-july:70,generic_query_inside_local_geo_target,2026-09-03
Edinburgh,Tabletop and games,Dungeons & Dragons,dungeons and dragons near me,dungeons and dragons near me,dungeons and dragons near me,,20,LOW,5,0.0144,0.0000,0.0000,2025-august:50|2025-september:20|2025-october:20|2025-november:20|2025-december:30|2026-january:10|2026-february:10|2026-march:30|2026-april:10|2026-may:10|2026-june:10|2026-july:50,generic_query_inside_local_geo_target,2026-09-03
Edinburgh,Craft and making,Sewing classes,sewing classes near me,sewing classes near me,sewing classes near me,,30,MEDIUM,45,0.1587,0.0000,0.0000,2025-august:30|2025-september:30|2025-october:40|2025-november:30|2025-december:20|2026-january:40|2026-february:20|2026-march:30|2026-april:20|2026-may:20|2026-june:40|2026-july:20,generic_query_inside_local_geo_target,2026-09-03
Edinburgh,Food and drink,Wine tasting,wine tasting near me,wine tasting near me,wine tasting near me,,30,HIGH,67,0.0000,0.0000,0.0000,2025-august:40|2025-september:30|2025-october:40|2025-november:20|2025-december:30|2026-january:20|2026-february:20|2026-march:20|2026-april:30|2026-may:30|2026-june:20|2026-july:20,generic_query_inside_local_geo_target,2026-09-03
Edinburgh,Performance and dance,Acting classes,acting classes near me,acting classes near me,acting classes near me,,10,MEDIUM,47,0.5074,0.3810,1.3500,2025-august:20|2025-september:20|2025-october:10|2025-november:10|2025-december:10|2026-january:30|2026-february:10|2026-march:20|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Edinburgh,Tabletop and games,Quiz nights,quiz night near me,quiz night near me,quiz night near me,,10,LOW,4,0.0000,0.0000,0.0000,2025-august:20|2025-september:10|2025-october:30|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:20|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Edinburgh,Racket and team sport,Volleyball,volleyball clubs near me,volleyball clubs near me,volleyball clubs near me,,20,LOW,11,0.0000,0.0000,0.0000,2025-august:30|2025-september:20|2025-october:30|2025-november:20|2025-december:10|2026-january:10|2026-february:10|2026-march:20|2026-april:20|2026-may:10|2026-june:20|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Edinburgh,Racket and team sport,Netball,netball clubs near me,netball clubs near me,netball clubs near me,,10,LOW,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:0|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Edinburgh,Outdoor and endurance,Running clubs,running clubs near me,running clubs near me,running clubs near me,,20,LOW,11,0.0000,0.0000,0.0000,2025-august:20|2025-september:20|2025-october:20|2025-november:10|2025-december:20|2026-january:40|2026-february:10|2026-march:20|2026-april:30|2026-may:20|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Edinburgh,Tabletop and games,Chess clubs,chess club near me,chess club near me,chess club near me,,10,LOW,0,0.0000,0.0000,0.0000,2025-august:20|2025-september:10|2025-october:20|2025-november:10|2025-december:10|2026-january:20|2026-february:20|2026-march:20|2026-april:20|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Edinburgh,"Wellness, spa and retreats",Yoga retreats,yoga retreat near me,yoga retreat near me,yoga retreat near me,,10,HIGH,79,0.5488,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:0|2026-january:10|2026-february:10|2026-march:0|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Edinburgh,Racket and team sport,Padel,padel near me,padel near me,padel near me,,260,LOW,4,0.4281,0.2816,0.8783,2025-august:260|2025-september:210|2025-october:260|2025-november:210|2025-december:170|2026-january:210|2026-february:260|2026-march:260|2026-april:260|2026-may:260|2026-june:260|2026-july:260,generic_query_inside_local_geo_target,2026-09-03
Edinburgh,Food and drink,Cooking classes,cooking classes near me,cooking classes near me,cooking classes near me,,30,MEDIUM,53,1.5590,0.4201,1.0958,2025-august:50|2025-september:30|2025-october:30|2025-november:40|2025-december:30|2026-january:20|2026-february:30|2026-march:20|2026-april:20|2026-may:30|2026-june:20|2026-july:20,generic_query_inside_local_geo_target,2026-09-03
Edinburgh,Nature and animals,Nature walks,nature walks near me,nature walks near me,nature walks near me,,30,LOW,9,0.0000,0.0000,0.0000,2025-august:50|2025-september:30|2025-october:20|2025-november:20|2025-december:10|2026-january:20|2026-february:20|2026-march:40|2026-april:40|2026-may:70|2026-june:30|2026-july:30,generic_query_inside_local_geo_target,2026-09-03
Edinburgh,Social and relationship,Speed dating,speed dating near me,speed dating near me,speed dating near me,,10,MEDIUM,48,1.8098,0.5766,2.5728,2025-august:30|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:20|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Edinburgh,Performance and dance,Karaoke,karaoke near me,karaoke near me,karaoke near me,,880,LOW,18,0.1702,0.1703,0.8433,2025-august:1000|2025-september:720|2025-october:880|2025-november:880|2025-december:1000|2026-january:720|2026-february:720|2026-march:880|2026-april:880|2026-may:880|2026-june:720|2026-july:880,generic_query_inside_local_geo_target,2026-09-03
Edinburgh,"Wellness, spa and retreats",Spa retreats,spa retreat near me,spa retreat near me,spa retreat near me,,10,HIGH,100,0.2948,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Edinburgh,Craft and making,General art workshops,art workshops near me,art workshops near me,art workshops near me,,10,LOW,12,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:0|2026-march:10|2026-april:0|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Edinburgh,Craft and making,Sip and paint,sip and paint near me,sip and paint near me,sip and paint near me,,10,MEDIUM,64,0.4975,0.0000,0.0000,2025-august:20|2025-september:10|2025-october:10|2025-november:20|2025-december:20|2026-january:10|2026-february:20|2026-march:20|2026-april:20|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Glasgow,Competitive experiences,Darts,darts near me,darts near me,darts near me,,170,MEDIUM,41,0.2557,0.1908,1.0388,2025-august:170|2025-september:140|2025-october:170|2025-november:170|2025-december:260|2026-january:320|2026-february:260|2026-march:210|2026-april:140|2026-may:140|2026-june:110|2026-july:110,generic_query_inside_local_geo_target,2026-09-03
Glasgow,Performance and dance,Line dancing,line dancing near me,line dancing near me,line dancing near me,,140,LOW,1,0.0893,0.0000,0.0000,2025-august:170|2025-september:210|2025-october:170|2025-november:90|2025-december:90|2026-january:210|2026-february:140|2026-march:140|2026-april:170|2026-may:140|2026-june:90|2026-july:110,generic_query_inside_local_geo_target,2026-09-03
Glasgow,Performance and dance,Salsa classes,salsa classes near me,salsa classes near me,salsa classes near me,,30,LOW,8,0.3462,0.0000,0.0000,2025-august:40|2025-september:20|2025-october:30|2025-november:10|2025-december:20|2026-january:20|2026-february:30|2026-march:20|2026-april:10|2026-may:50|2026-june:30|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Glasgow,Tabletop and games,Board-game cafes,board game cafe near me,board game cafe near me,board game cafe near me,,70,LOW,9,0.0142,0.0000,0.0000,2025-august:50|2025-september:50|2025-october:70|2025-november:90|2025-december:50|2026-january:70|2026-february:50|2026-march:70|2026-april:50|2026-may:50|2026-june:50|2026-july:50,generic_query_inside_local_geo_target,2026-09-03
Glasgow,Craft and making,Pottery painting,pottery painting near me,pottery painting near me,pottery painting near me,,210,LOW,6,0.1907,0.0000,0.0000,2025-august:260|2025-september:210|2025-october:210|2025-november:170|2025-december:140|2026-january:210|2026-february:260|2026-march:260|2026-april:210|2026-may:170|2026-june:170|2026-july:260,generic_query_inside_local_geo_target,2026-09-03
Glasgow,Craft and making,Pottery classes,pottery classes near me,pottery classes near me,pottery classes near me,,110,MEDIUM,42,0.3962,0.0000,0.0000,2025-august:110|2025-september:140|2025-october:90|2025-november:70|2025-december:90|2026-january:170|2026-february:140|2026-march:170|2026-april:110|2026-may:140|2026-june:90|2026-july:90,generic_query_inside_local_geo_target,2026-09-03
Glasgow,Tabletop and games,Dungeons & Dragons,dungeons and dragons near me,dungeons and dragons near me,dungeons and dragons near me,,20,LOW,8,0.0140,0.0000,0.0000,2025-august:20|2025-september:20|2025-october:20|2025-november:10|2025-december:30|2026-january:30|2026-february:20|2026-march:10|2026-april:20|2026-may:10|2026-june:20|2026-july:20,generic_query_inside_local_geo_target,2026-09-03
Glasgow,Craft and making,Sewing classes,sewing classes near me,sewing classes near me,sewing classes near me,,70,LOW,32,0.4391,0.0000,0.0000,2025-august:140|2025-september:140|2025-october:90|2025-november:50|2025-december:90|2026-january:110|2026-february:70|2026-march:50|2026-april:50|2026-may:50|2026-june:50|2026-july:50,generic_query_inside_local_geo_target,2026-09-03
Glasgow,Food and drink,Wine tasting,wine tasting near me,wine tasting near me,wine tasting near me,,20,HIGH,100,0.0000,0.0000,0.0000,2025-august:40|2025-september:20|2025-october:10|2025-november:50|2025-december:20|2026-january:20|2026-february:10|2026-march:30|2026-april:30|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Glasgow,Performance and dance,Acting classes,acting classes near me,acting classes near me,acting classes near me,,40,MEDIUM,38,1.8744,0.4456,1.2778,2025-august:70|2025-september:50|2025-october:20|2025-november:30|2025-december:30|2026-january:90|2026-february:50|2026-march:30|2026-april:30|2026-may:30|2026-june:40|2026-july:30,generic_query_inside_local_geo_target,2026-09-03
Glasgow,Tabletop and games,Quiz nights,quiz night near me,quiz night near me,quiz night near me,,20,LOW,4,0.0000,0.0000,0.0000,2025-august:50|2025-september:20|2025-october:30|2025-november:20|2025-december:30|2026-january:20|2026-february:20|2026-march:20|2026-april:10|2026-may:10|2026-june:20|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Glasgow,Racket and team sport,Volleyball,volleyball clubs near me,volleyball clubs near me,volleyball clubs near me,,40,LOW,1,0.2913,0.0000,0.0000,2025-august:40|2025-september:70|2025-october:50|2025-november:40|2025-december:40|2026-january:40|2026-february:70|2026-march:40|2026-april:40|2026-may:50|2026-june:20|2026-july:30,generic_query_inside_local_geo_target,2026-09-03
Glasgow,Racket and team sport,Netball,netball clubs near me,netball clubs near me,netball clubs near me,,20,LOW,0,0.0000,0.0000,0.0000,2025-august:20|2025-september:40|2025-october:30|2025-november:10|2025-december:20|2026-january:30|2026-february:30|2026-march:40|2026-april:20|2026-may:10|2026-june:20|2026-july:20,generic_query_inside_local_geo_target,2026-09-03
Glasgow,Outdoor and endurance,Running clubs,running clubs near me,running clubs near me,running clubs near me,,50,LOW,15,0.0000,0.5388,1.6467,2025-august:50|2025-september:70|2025-october:70|2025-november:30|2025-december:50|2026-january:70|2026-february:50|2026-march:50|2026-april:90|2026-may:70|2026-june:40|2026-july:20,generic_query_inside_local_geo_target,2026-09-03
Glasgow,Tabletop and games,Chess clubs,chess club near me,chess club near me,chess club near me,,30,LOW,1,0.0000,0.0000,0.0000,2025-august:40|2025-september:50|2025-october:30|2025-november:30|2025-december:20|2026-january:30|2026-february:30|2026-march:40|2026-april:40|2026-may:20|2026-june:30|2026-july:20,generic_query_inside_local_geo_target,2026-09-03
Glasgow,"Wellness, spa and retreats",Yoga retreats,yoga retreat near me,yoga retreat near me,yoga retreat near me,,10,MEDIUM,52,0.4336,0.2472,0.9699,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Glasgow,Racket and team sport,Padel,padel near me,padel near me,padel near me,,390,LOW,9,0.2304,0.2378,0.4942,2025-august:320|2025-september:260|2025-october:210|2025-november:170|2025-december:210|2026-january:590|2026-february:480|2026-march:590|2026-april:590|2026-may:590|2026-june:320|2026-july:480,generic_query_inside_local_geo_target,2026-09-03
Glasgow,Food and drink,Cooking classes,cooking classes near me,cooking classes near me,cooking classes near me,,50,HIGH,94,1.3696,0.6550,1.3641,2025-august:70|2025-september:70|2025-october:70|2025-november:70|2025-december:70|2026-january:70|2026-february:70|2026-march:50|2026-april:50|2026-may:50|2026-june:40|2026-july:20,generic_query_inside_local_geo_target,2026-09-03
Glasgow,Nature and animals,Nature walks,nature walks near me,nature walks near me,nature walks near me,,90,LOW,5,0.2046,0.0000,0.0000,2025-august:110|2025-september:90|2025-october:90|2025-november:70|2025-december:70|2026-january:90|2026-february:110|2026-march:90|2026-april:140|2026-may:90|2026-june:50|2026-july:90,generic_query_inside_local_geo_target,2026-09-03
