submitted_keyword,returned_keyword,grouped_submitted_keywords,close_variants,niche,niche_phrase,lane,city,average_monthly_searches,competition,competition_index,average_cpc_gbp,low_top_of_page_gbp,high_top_of_page_gbp,geography_method,observed_at
mortgage broker Bristol,mortgage broker bristol,mortgage broker Bristol,mortgage broker Bristol,mortgage_broker,mortgage broker,regulated_finance,Bristol,1000,MEDIUM,59,16.2687,5.5259,14.4545,explicit_city_query_under_uk_target,2026-09-03
mortgage broker Sheffield,mortgage broker sheffield,mortgage broker Sheffield,mortgage broker Sheffield,mortgage_broker,mortgage broker,regulated_finance,Sheffield,590,MEDIUM,64,20.9272,5.1324,24.5221,explicit_city_query_under_uk_target,2026-09-03
mortgage broker Edinburgh,mortgage broker edinburgh,mortgage broker Edinburgh,mortgage broker Edinburgh,mortgage_broker,mortgage broker,regulated_finance,Edinburgh,720,MEDIUM,54,17.7264,5.7761,32.8847,explicit_city_query_under_uk_target,2026-09-03
mortgage broker Cardiff,mortgage broker cardiff,mortgage broker Cardiff,mortgage broker Cardiff,mortgage_broker,mortgage broker,regulated_finance,Cardiff,720,MEDIUM,58,10.4549,3.9089,11.3878,explicit_city_query_under_uk_target,2026-09-03
mortgage broker Nottingham,mortgage broker nottingham,mortgage broker Nottingham,mortgage broker Nottingham,mortgage_broker,mortgage broker,regulated_finance,Nottingham,880,MEDIUM,50,12.9600,4.0349,11.8552,explicit_city_query_under_uk_target,2026-09-03
mortgage broker Newcastle,mortgage broker newcastle,mortgage broker Newcastle,mortgage broker Newcastle,mortgage_broker,mortgage broker,regulated_finance,Newcastle,320,MEDIUM,44,16.7449,5.4961,27.7429,explicit_city_query_under_uk_target,2026-09-03
mortgage broker Leicester,mortgage broker leicester,mortgage broker Leicester,mortgage broker Leicester,mortgage_broker,mortgage broker,regulated_finance,Leicester,720,MEDIUM,51,9.9542,3.4850,10.4014,explicit_city_query_under_uk_target,2026-09-03
mortgage broker Southampton,mortgage broker southampton,mortgage broker Southampton,mortgage broker Southampton,mortgage_broker,mortgage broker,regulated_finance,Southampton,210,MEDIUM,64,12.2128,4.2325,13.0960,explicit_city_query_under_uk_target,2026-09-03
mortgage broker Brighton,mortgage broker brighton,mortgage broker Brighton,mortgage broker Brighton,mortgage_broker,mortgage broker,regulated_finance,Brighton,320,MEDIUM,49,10.2274,4.0901,11.6256,explicit_city_query_under_uk_target,2026-09-03
mortgage broker Coventry,mortgage broker coventry,mortgage broker Coventry,mortgage broker Coventry,mortgage_broker,mortgage broker,regulated_finance,Coventry,590,MEDIUM,51,11.8430,3.1614,9.1232,explicit_city_query_under_uk_target,2026-09-03
mortgage broker Belfast,mortgage broker belfast,mortgage broker Belfast,mortgage broker Belfast,mortgage_broker,mortgage broker,regulated_finance,Belfast,590,MEDIUM,53,6.2074,2.5580,6.9918,explicit_city_query_under_uk_target,2026-09-03
mortgage broker Reading,mortgage broker reading,mortgage broker Reading,mortgage broker Reading,mortgage_broker,mortgage broker,regulated_finance,Reading,320,MEDIUM,45,9.4967,3.7591,11.3697,explicit_city_query_under_uk_target,2026-09-03
mortgage broker Oxford,mortgage broker oxford,mortgage broker Oxford,mortgage broker Oxford,mortgage_broker,mortgage broker,regulated_finance,Oxford,320,MEDIUM,47,27.8699,6.9851,27.1700,explicit_city_query_under_uk_target,2026-09-03
mortgage broker Cambridge,mortgage broker cambridge,mortgage broker Cambridge,mortgage broker Cambridge,mortgage_broker,mortgage broker,regulated_finance,Cambridge,210,MEDIUM,58,9.9766,5.1632,17.9598,explicit_city_query_under_uk_target,2026-09-03
mortgage broker Aberdeen,mortgage broker aberdeen,mortgage broker Aberdeen,mortgage broker Aberdeen,mortgage_broker,mortgage broker,regulated_finance,Aberdeen,480,MEDIUM,51,13.3188,5.4259,35.6420,explicit_city_query_under_uk_target,2026-09-03
mortgage broker Plymouth,mortgage broker plymouth,mortgage broker Plymouth,mortgage broker Plymouth,mortgage_broker,mortgage broker,regulated_finance,Plymouth,390,MEDIUM,41,10.5574,4.1521,11.0780,explicit_city_query_under_uk_target,2026-09-03
mortgage broker Exeter,mortgage broker exeter,mortgage broker Exeter,mortgage broker Exeter,mortgage_broker,mortgage broker,regulated_finance,Exeter,320,MEDIUM,57,15.6885,4.6680,15.0269,explicit_city_query_under_uk_target,2026-09-03
mortgage broker Norwich,mortgage broker norwich,mortgage broker Norwich,mortgage broker Norwich,mortgage_broker,mortgage broker,regulated_finance,Norwich,390,MEDIUM,63,12.3382,4.1907,26.7265,explicit_city_query_under_uk_target,2026-09-03
mortgage broker Swansea,mortgage broker swansea,mortgage broker Swansea,mortgage broker Swansea,mortgage_broker,mortgage broker,regulated_finance,Swansea,320,MEDIUM,49,8.6593,3.2327,10.2836,explicit_city_query_under_uk_target,2026-09-03
mortgage broker York,mortgage broker york,mortgage broker York,mortgage broker York,mortgage_broker,mortgage broker,regulated_finance,York,320,MEDIUM,42,14.5634,4.3056,18.0949,explicit_city_query_under_uk_target,2026-09-03
personal injury solicitor London,personal injury solicitor london,personal injury solicitor London,personal injury solicitor London,personal_injury_solicitor,personal injury solicitor,regulated_legal,London,720,LOW,28,27.9302,7.0301,39.6287,explicit_city_query_under_uk_target,2026-09-03
personal injury solicitor Birmingham,personal injury solicitor birmingham,personal injury solicitor Birmingham,personal injury solicitor Birmingham,personal_injury_solicitor,personal injury solicitor,regulated_legal,Birmingham,260,MEDIUM,54,25.4873,7.3823,32.5473,explicit_city_query_under_uk_target,2026-09-03
personal injury solicitor Manchester,personal injury solicitor manchester,personal injury solicitor Manchester,personal injury solicitor Manchester,personal_injury_solicitor,personal injury solicitor,regulated_legal,Manchester,320,LOW,31,14.2013,5.4423,29.3980,explicit_city_query_under_uk_target,2026-09-03
personal injury solicitor Glasgow,personal injury solicitor glasgow,personal injury solicitor Glasgow,personal injury solicitor Glasgow,personal_injury_solicitor,personal injury solicitor,regulated_legal,Glasgow,70,LOW,19,56.2687,7.4604,37.1388,explicit_city_query_under_uk_target,2026-09-03
personal injury solicitor Leeds,personal injury solicitor leeds,personal injury solicitor Leeds,personal injury solicitor Leeds,personal_injury_solicitor,personal injury solicitor,regulated_legal,Leeds,90,HIGH,70,38.8147,7.6884,29.2781,explicit_city_query_under_uk_target,2026-09-03
personal injury solicitor Liverpool,personal injury solicitor liverpool,personal injury solicitor Liverpool,personal injury solicitor Liverpool,personal_injury_solicitor,personal injury solicitor,regulated_legal,Liverpool,390,MEDIUM,43,40.1298,7.5788,35.4685,explicit_city_query_under_uk_target,2026-09-03
personal injury solicitor Sheffield,personal injury solicitor sheffield,personal injury solicitor Sheffield,personal injury solicitor Sheffield,personal_injury_solicitor,personal injury solicitor,regulated_legal,Sheffield,110,MEDIUM,34,36.2984,8.9948,38.5431,explicit_city_query_under_uk_target,2026-09-03
personal injury solicitor Edinburgh,personal injury solicitor edinburgh,personal injury solicitor Edinburgh,personal injury solicitor Edinburgh,personal_injury_solicitor,personal injury solicitor,regulated_legal,Edinburgh,50,MEDIUM,39,8.8400,5.3145,26.7023,explicit_city_query_under_uk_target,2026-09-03
personal injury solicitor Cardiff,personal injury solicitor cardiff,personal injury solicitor Cardiff,personal injury solicitor Cardiff,personal_injury_solicitor,personal injury solicitor,regulated_legal,Cardiff,90,MEDIUM,48,21.5512,5.1129,26.0923,explicit_city_query_under_uk_target,2026-09-03
personal injury solicitor Nottingham,personal injury solicitor nottingham,personal injury solicitor Nottingham,personal injury solicitor Nottingham,personal_injury_solicitor,personal injury solicitor,regulated_legal,Nottingham,110,MEDIUM,46,45.7225,9.2186,38.6013,explicit_city_query_under_uk_target,2026-09-03
personal injury solicitor Newcastle,personal injury solicitor newcastle,personal injury solicitor Newcastle,personal injury solicitor Newcastle,personal_injury_solicitor,personal injury solicitor,regulated_legal,Newcastle,50,MEDIUM,62,63.0548,5.6176,19.6709,explicit_city_query_under_uk_target,2026-09-03
personal injury solicitor Leicester,personal injury solicitor leicester,personal injury solicitor Leicester,personal injury solicitor Leicester,personal_injury_solicitor,personal injury solicitor,regulated_legal,Leicester,40,MEDIUM,54,31.8067,12.1345,33.8617,explicit_city_query_under_uk_target,2026-09-03
personal injury solicitor Southampton,personal injury solicitor southampton,personal injury solicitor Southampton,personal injury solicitor Southampton,personal_injury_solicitor,personal injury solicitor,regulated_legal,Southampton,20,MEDIUM,37,23.7138,6.0051,50.0979,explicit_city_query_under_uk_target,2026-09-03
personal injury solicitor Brighton,personal injury solicitor brighton,personal injury solicitor Brighton,personal injury solicitor Brighton,personal_injury_solicitor,personal injury solicitor,regulated_legal,Brighton,30,MEDIUM,63,16.0314,5.2987,19.8967,explicit_city_query_under_uk_target,2026-09-03
personal injury solicitor Coventry,personal injury solicitor coventry,personal injury solicitor Coventry,personal injury solicitor Coventry,personal_injury_solicitor,personal injury solicitor,regulated_legal,Coventry,20,HIGH,89,26.1769,9.2493,26.0241,explicit_city_query_under_uk_target,2026-09-03
personal injury solicitor Belfast,personal injury solicitor belfast,personal injury solicitor Belfast,personal injury solicitor Belfast,personal_injury_solicitor,personal injury solicitor,regulated_legal,Belfast,170,MEDIUM,43,16.2536,7.6673,12.5160,explicit_city_query_under_uk_target,2026-09-03
personal injury solicitor Reading,personal injury solicitor reading,personal injury solicitor Reading,personal injury solicitor Reading,personal_injury_solicitor,personal injury solicitor,regulated_legal,Reading,10,MEDIUM,54,0.0000,3.1731,17.8998,explicit_city_query_under_uk_target,2026-09-03
personal injury solicitor Oxford,personal injury solicitor oxford,personal injury solicitor Oxford,personal injury solicitor Oxford,personal_injury_solicitor,personal injury solicitor,regulated_legal,Oxford,10,HIGH,95,10.9813,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
personal injury solicitor Aberdeen,personal injury solicitor aberdeen,personal injury solicitor Aberdeen,personal injury solicitor Aberdeen,personal_injury_solicitor,personal injury solicitor,regulated_legal,Aberdeen,10,LOW,27,0.0000,4.0480,10.8002,explicit_city_query_under_uk_target,2026-09-03
personal injury solicitor Plymouth,personal injury solicitor plymouth,personal injury solicitor Plymouth,personal injury solicitor Plymouth,personal_injury_solicitor,personal injury solicitor,regulated_legal,Plymouth,20,HIGH,90,20.6043,8.1409,60.9404,explicit_city_query_under_uk_target,2026-09-03
personal injury solicitor Norwich,personal injury solicitor norwich,personal injury solicitor Norwich,personal injury solicitor Norwich,personal_injury_solicitor,personal injury solicitor,regulated_legal,Norwich,20,HIGH,97,21.7328,7.2303,39.8844,explicit_city_query_under_uk_target,2026-09-03
personal injury solicitor Swansea,personal injury solicitor swansea,personal injury solicitor Swansea,personal injury solicitor Swansea,personal_injury_solicitor,personal injury solicitor,regulated_legal,Swansea,20,HIGH,71,5.6739,1.6829,17.5571,explicit_city_query_under_uk_target,2026-09-03
personal injury solicitor York,personal injury solicitor york,personal injury solicitor York,personal injury solicitor York,personal_injury_solicitor,personal injury solicitor,regulated_legal,York,20,MEDIUM,34,6.7766,2.6510,10.0261,explicit_city_query_under_uk_target,2026-09-03
funeral directors London,funeral directors london,funeral directors London,funeral directors London,funeral_directors,funeral directors,sensitive_service,London,720,MEDIUM,38,16.6540,3.8057,22.4536,explicit_city_query_under_uk_target,2026-09-03
funeral directors Birmingham,funeral directors birmingham,funeral directors Birmingham,funeral directors Birmingham,funeral_directors,funeral directors,sensitive_service,Birmingham,480,MEDIUM,42,8.4421,2.6402,12.1942,explicit_city_query_under_uk_target,2026-09-03
funeral directors Manchester,funeral directors manchester,funeral directors Manchester,funeral directors Manchester,funeral_directors,funeral directors,sensitive_service,Manchester,390,LOW,29,16.7747,2.1518,14.6231,explicit_city_query_under_uk_target,2026-09-03
funeral directors Glasgow,funeral directors glasgow,funeral directors Glasgow,funeral directors Glasgow,funeral_directors,funeral directors,sensitive_service,Glasgow,720,MEDIUM,44,11.0850,1.9889,11.7613,explicit_city_query_under_uk_target,2026-09-03
funeral directors Leeds,funeral directors leeds,funeral directors Leeds,funeral directors Leeds,funeral_directors,funeral directors,sensitive_service,Leeds,590,MEDIUM,41,12.0694,3.9210,10.4323,explicit_city_query_under_uk_target,2026-09-03
funeral directors Liverpool,funeral directors liverpool,funeral directors Liverpool,funeral directors Liverpool,funeral_directors,funeral directors,sensitive_service,Liverpool,590,MEDIUM,38,8.6290,2.4241,10.1791,explicit_city_query_under_uk_target,2026-09-03
funeral directors Bristol,funeral directors bristol,funeral directors Bristol,funeral directors Bristol,funeral_directors,funeral directors,sensitive_service,Bristol,390,LOW,33,10.5885,2.7498,16.0929,explicit_city_query_under_uk_target,2026-09-03
funeral directors Sheffield,funeral directors sheffield,funeral directors Sheffield,funeral directors Sheffield,funeral_directors,funeral directors,sensitive_service,Sheffield,480,MEDIUM,37,9.5713,1.9371,10.5061,explicit_city_query_under_uk_target,2026-09-03
funeral directors Edinburgh,funeral directors edinburgh,funeral directors Edinburgh,funeral directors Edinburgh,funeral_directors,funeral directors,sensitive_service,Edinburgh,480,MEDIUM,36,15.2918,1.8390,12.2140,explicit_city_query_under_uk_target,2026-09-03
funeral directors Cardiff,funeral directors cardiff,funeral directors Cardiff,funeral directors Cardiff,funeral_directors,funeral directors,sensitive_service,Cardiff,390,MEDIUM,42,8.2947,1.7336,12.1533,explicit_city_query_under_uk_target,2026-09-03
funeral directors Nottingham,funeral directors nottingham,funeral directors Nottingham,funeral directors Nottingham,funeral_directors,funeral directors,sensitive_service,Nottingham,260,LOW,33,8.1244,2.1629,13.7448,explicit_city_query_under_uk_target,2026-09-03
funeral directors Newcastle,funeral directors newcastle,funeral directors Newcastle,funeral directors Newcastle,funeral_directors,funeral directors,sensitive_service,Newcastle,320,LOW,29,5.9821,1.4547,8.3522,explicit_city_query_under_uk_target,2026-09-03
funeral directors Leicester,funeral directors leicester,funeral directors Leicester,funeral directors Leicester,funeral_directors,funeral directors,sensitive_service,Leicester,390,LOW,26,6.0581,1.9427,8.7936,explicit_city_query_under_uk_target,2026-09-03
funeral directors Southampton,funeral directors southampton,funeral directors Southampton,funeral directors Southampton,funeral_directors,funeral directors,sensitive_service,Southampton,390,MEDIUM,37,7.2046,1.4678,11.0353,explicit_city_query_under_uk_target,2026-09-03
funeral directors Brighton,funeral directors brighton,funeral directors Brighton,funeral directors Brighton,funeral_directors,funeral directors,sensitive_service,Brighton,210,MEDIUM,62,8.0733,3.5225,10.1307,explicit_city_query_under_uk_target,2026-09-03
funeral directors Coventry,funeral directors coventry,funeral directors Coventry,funeral directors Coventry,funeral_directors,funeral directors,sensitive_service,Coventry,390,MEDIUM,54,4.7643,1.4566,6.5933,explicit_city_query_under_uk_target,2026-09-03
funeral directors Belfast,funeral directors belfast,funeral directors Belfast,funeral directors Belfast,funeral_directors,funeral directors,sensitive_service,Belfast,720,LOW,18,3.1565,0.7937,4.8360,explicit_city_query_under_uk_target,2026-09-03
funeral directors Reading,funeral directors reading,funeral directors Reading,funeral directors Reading,funeral_directors,funeral directors,sensitive_service,Reading,210,MEDIUM,38,9.2731,2.1148,11.1431,explicit_city_query_under_uk_target,2026-09-03
funeral directors Oxford,funeral directors oxford,funeral directors Oxford,funeral directors Oxford,funeral_directors,funeral directors,sensitive_service,Oxford,170,MEDIUM,55,11.4816,1.8680,9.7411,explicit_city_query_under_uk_target,2026-09-03
funeral directors Cambridge,funeral directors cambridge,funeral directors Cambridge,funeral directors Cambridge,funeral_directors,funeral directors,sensitive_service,Cambridge,170,MEDIUM,66,7.2229,0.9428,9.4336,explicit_city_query_under_uk_target,2026-09-03
funeral directors Aberdeen,funeral directors aberdeen,funeral directors Aberdeen,funeral directors Aberdeen,funeral_directors,funeral directors,sensitive_service,Aberdeen,1300,LOW,26,4.4071,0.8368,8.3595,explicit_city_query_under_uk_target,2026-09-03
funeral directors Plymouth,funeral directors plymouth,funeral directors Plymouth,funeral directors Plymouth,funeral_directors,funeral directors,sensitive_service,Plymouth,320,MEDIUM,55,8.6597,1.9068,11.3544,explicit_city_query_under_uk_target,2026-09-03
funeral directors Exeter,funeral directors exeter,funeral directors Exeter,funeral directors Exeter,funeral_directors,funeral directors,sensitive_service,Exeter,260,MEDIUM,60,10.2752,1.2925,9.5657,explicit_city_query_under_uk_target,2026-09-03
funeral directors Norwich,funeral directors norwich,funeral directors Norwich,funeral directors Norwich,funeral_directors,funeral directors,sensitive_service,Norwich,320,MEDIUM,39,5.9634,1.5082,7.5142,explicit_city_query_under_uk_target,2026-09-03
funeral directors Swansea,funeral directors swansea,funeral directors Swansea,funeral directors Swansea,funeral_directors,funeral directors,sensitive_service,Swansea,260,MEDIUM,50,6.4013,1.0476,6.9199,explicit_city_query_under_uk_target,2026-09-03
funeral directors York,funeral directors york,funeral directors York,funeral directors York,funeral_directors,funeral directors,sensitive_service,York,480,LOW,29,7.0459,1.5528,8.8951,explicit_city_query_under_uk_target,2026-09-03
self storage London,self storage london,self storage London,self storage London,self_storage,self storage,local_inventory,London,6600,HIGH,83,23.5705,9.7657,21.1425,explicit_city_query_under_uk_target,2026-09-03
self storage Birmingham,self storage birmingham,self storage Birmingham,self storage Birmingham,self_storage,self storage,local_inventory,Birmingham,2400,MEDIUM,67,16.4387,7.0612,14.7936,explicit_city_query_under_uk_target,2026-09-03
self storage Manchester,self storage manchester,self storage Manchester,self storage Manchester,self_storage,self storage,local_inventory,Manchester,3600,HIGH,76,16.9008,7.7370,16.1245,explicit_city_query_under_uk_target,2026-09-03
self storage Glasgow,self storage glasgow,self storage Glasgow,self storage Glasgow,self_storage,self storage,local_inventory,Glasgow,2400,HIGH,76,11.6942,4.8231,10.0201,explicit_city_query_under_uk_target,2026-09-03
self storage Leeds,self storage leeds,self storage Leeds,self storage Leeds,self_storage,self storage,local_inventory,Leeds,3600,MEDIUM,60,12.3014,4.2278,11.0828,explicit_city_query_under_uk_target,2026-09-03
self storage Liverpool,self storage liverpool,self storage Liverpool,self storage Liverpool,self_storage,self storage,local_inventory,Liverpool,1300,MEDIUM,56,9.5215,4.1746,9.9980,explicit_city_query_under_uk_target,2026-09-03
self storage Bristol,self storage bristol,self storage Bristol,self storage Bristol,self_storage,self storage,local_inventory,Bristol,2400,HIGH,76,19.1908,9.2439,17.2051,explicit_city_query_under_uk_target,2026-09-03
self storage Sheffield,self storage sheffield,self storage Sheffield,self storage Sheffield,self_storage,self storage,local_inventory,Sheffield,2400,MEDIUM,62,10.8273,4.6266,10.0563,explicit_city_query_under_uk_target,2026-09-03
self storage Edinburgh,self storage edinburgh,self storage Edinburgh,self storage Edinburgh,self_storage,self storage,local_inventory,Edinburgh,2400,HIGH,80,12.6032,5.1097,11.8855,explicit_city_query_under_uk_target,2026-09-03
self storage Cardiff,self storage cardiff,self storage Cardiff,self storage Cardiff,self_storage,self storage,local_inventory,Cardiff,1300,HIGH,72,11.8337,4.5358,12.8800,explicit_city_query_under_uk_target,2026-09-03
self storage Nottingham,self storage nottingham,self storage Nottingham,self storage Nottingham,self_storage,self storage,local_inventory,Nottingham,1900,HIGH,82,15.6861,5.4810,14.7416,explicit_city_query_under_uk_target,2026-09-03
self storage Newcastle,self storage newcastle,self storage Newcastle,self storage Newcastle,self_storage,self storage,local_inventory,Newcastle,260,HIGH,70,8.7574,4.2255,9.4155,explicit_city_query_under_uk_target,2026-09-03
self storage Leicester,self storage leicester,self storage Leicester,self storage Leicester,self_storage,self storage,local_inventory,Leicester,1900,HIGH,76,12.6540,4.7342,11.6574,explicit_city_query_under_uk_target,2026-09-03
self storage Southampton,self storage southampton,self storage Southampton,self storage Southampton,self_storage,self storage,local_inventory,Southampton,1600,HIGH,79,15.6186,5.9178,17.5680,explicit_city_query_under_uk_target,2026-09-03
self storage Brighton,self storage brighton,self storage Brighton,self storage Brighton,self_storage,self storage,local_inventory,Brighton,1300,HIGH,79,13.5488,4.8031,14.1301,explicit_city_query_under_uk_target,2026-09-03
self storage Coventry,self storage coventry,self storage Coventry,self storage Coventry,self_storage,self storage,local_inventory,Coventry,1600,HIGH,69,14.6821,5.7806,14.0169,explicit_city_query_under_uk_target,2026-09-03
self storage Belfast,self storage belfast,self storage Belfast,self storage Belfast,self_storage,self storage,local_inventory,Belfast,2400,MEDIUM,44,3.0637,1.0030,3.1875,explicit_city_query_under_uk_target,2026-09-03
self storage Reading,self storage reading,self storage Reading,self storage Reading,self_storage,self storage,local_inventory,Reading,390,HIGH,73,18.6405,7.3182,16.6126,explicit_city_query_under_uk_target,2026-09-03
self storage Oxford,self storage oxford,self storage Oxford,self storage Oxford,self_storage,self storage,local_inventory,Oxford,1000,HIGH,67,9.6902,3.6562,10.4737,explicit_city_query_under_uk_target,2026-09-03
self storage Cambridge,self storage cambridge,self storage Cambridge,self storage Cambridge,self_storage,self storage,local_inventory,Cambridge,1300,HIGH,76,7.8864,2.6601,8.2282,explicit_city_query_under_uk_target,2026-09-03
self storage Aberdeen,self storage aberdeen,self storage Aberdeen,self storage Aberdeen,self_storage,self storage,local_inventory,Aberdeen,590,MEDIUM,63,5.6849,1.6761,7.5847,explicit_city_query_under_uk_target,2026-09-03
self storage Plymouth,self storage plymouth,self storage Plymouth,self storage Plymouth,self_storage,self storage,local_inventory,Plymouth,1300,HIGH,73,10.5221,5.0084,9.9264,explicit_city_query_under_uk_target,2026-09-03
self storage Exeter,self storage exeter,self storage Exeter,self storage Exeter,self_storage,self storage,local_inventory,Exeter,1300,HIGH,72,11.8755,6.0560,10.8645,explicit_city_query_under_uk_target,2026-09-03
self storage Norwich,self storage norwich,self storage Norwich,self storage Norwich,self_storage,self storage,local_inventory,Norwich,1000,HIGH,70,7.1686,2.1547,8.7096,explicit_city_query_under_uk_target,2026-09-03
self storage Swansea,self storage swansea,self storage Swansea,self storage Swansea,self_storage,self storage,local_inventory,Swansea,480,HIGH,69,4.0882,1.4563,4.2621,explicit_city_query_under_uk_target,2026-09-03
self storage York,self storage york,self storage York,self storage York,self_storage,self storage,local_inventory,York,1300,HIGH,74,10.3933,2.8040,11.9115,explicit_city_query_under_uk_target,2026-09-03
cctv installation London,cctv installation london,cctv installation London,cctv installation London,cctv_installation,cctv installation,specialist_installation,London,590,MEDIUM,44,9.8791,4.6820,19.9723,explicit_city_query_under_uk_target,2026-09-03
cctv installation Birmingham,cctv installation birmingham,cctv installation Birmingham,cctv installation Birmingham,cctv_installation,cctv installation,specialist_installation,Birmingham,480,MEDIUM,52,7.2311,4.2816,14.5146,explicit_city_query_under_uk_target,2026-09-03
cctv installation Manchester,cctv installation manchester,cctv installation Manchester,cctv installation Manchester,cctv_installation,cctv installation,specialist_installation,Manchester,260,HIGH,74,9.2578,2.4572,12.1210,explicit_city_query_under_uk_target,2026-09-03
cctv installation Glasgow,cctv installation glasgow,cctv installation Glasgow,cctv installation Glasgow,cctv_installation,cctv installation,specialist_installation,Glasgow,140,MEDIUM,51,5.8807,1.4513,10.0234,explicit_city_query_under_uk_target,2026-09-03
cctv installation Leeds,cctv installation leeds,cctv installation Leeds,cctv installation Leeds,cctv_installation,cctv installation,specialist_installation,Leeds,260,HIGH,69,5.6987,3.3724,16.6245,explicit_city_query_under_uk_target,2026-09-03
cctv installation Liverpool,cctv installation liverpool,cctv installation Liverpool,cctv installation Liverpool,cctv_installation,cctv installation,specialist_installation,Liverpool,110,MEDIUM,65,3.0347,2.0325,11.9300,explicit_city_query_under_uk_target,2026-09-03
cctv installation Bristol,cctv installation bristol,cctv installation Bristol,cctv installation Bristol,cctv_installation,cctv installation,specialist_installation,Bristol,170,MEDIUM,40,10.8962,2.4259,11.9149,explicit_city_query_under_uk_target,2026-09-03
cctv installation Sheffield,cctv installation sheffield,cctv installation Sheffield,cctv installation Sheffield,cctv_installation,cctv installation,specialist_installation,Sheffield,110,MEDIUM,58,14.1204,3.7722,17.0131,explicit_city_query_under_uk_target,2026-09-03
cctv installation Edinburgh,cctv installation edinburgh,cctv installation Edinburgh,cctv installation Edinburgh,cctv_installation,cctv installation,specialist_installation,Edinburgh,170,MEDIUM,41,4.3144,2.1529,6.5543,explicit_city_query_under_uk_target,2026-09-03
cctv installation Cardiff,cctv installation cardiff,cctv installation Cardiff,cctv installation Cardiff,cctv_installation,cctv installation,specialist_installation,Cardiff,170,LOW,33,3.0486,2.1119,8.5290,explicit_city_query_under_uk_target,2026-09-03
cctv installation Nottingham,cctv installation nottingham,cctv installation Nottingham,cctv installation Nottingham,cctv_installation,cctv installation,specialist_installation,Nottingham,110,HIGH,74,14.2873,4.5917,24.3519,explicit_city_query_under_uk_target,2026-09-03
cctv installation Newcastle,cctv installation newcastle,cctv installation Newcastle,cctv installation Newcastle,cctv_installation,cctv installation,specialist_installation,Newcastle,90,MEDIUM,58,7.7918,2.2740,11.8601,explicit_city_query_under_uk_target,2026-09-03
cctv installation Leicester,cctv installation leicester,cctv installation Leicester,cctv installation Leicester,cctv_installation,cctv installation,specialist_installation,Leicester,140,MEDIUM,66,10.9539,2.6286,11.9085,explicit_city_query_under_uk_target,2026-09-03
cctv installation Southampton,cctv installation southampton,cctv installation Southampton,cctv installation Southampton,cctv_installation,cctv installation,specialist_installation,Southampton,90,MEDIUM,51,5.9247,2.9908,9.9528,explicit_city_query_under_uk_target,2026-09-03
cctv installation Brighton,cctv installation brighton,cctv installation Brighton,cctv installation Brighton,cctv_installation,cctv installation,specialist_installation,Brighton,20,MEDIUM,57,3.3317,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
cctv installation Coventry,cctv installation coventry,cctv installation Coventry,cctv installation Coventry,cctv_installation,cctv installation,specialist_installation,Coventry,140,MEDIUM,58,6.7071,3.6607,11.9605,explicit_city_query_under_uk_target,2026-09-03
cctv installation Belfast,cctv installation belfast,cctv installation Belfast,cctv installation Belfast,cctv_installation,cctv installation,specialist_installation,Belfast,170,LOW,16,6.4874,1.2680,7.3044,explicit_city_query_under_uk_target,2026-09-03
cctv installation Reading,cctv installation reading,cctv installation Reading,cctv installation Reading,cctv_installation,cctv installation,specialist_installation,Reading,70,LOW,32,2.2452,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
cctv installation Oxford,cctv installation oxford,cctv installation Oxford,cctv installation Oxford,cctv_installation,cctv installation,specialist_installation,Oxford,90,LOW,22,6.2467,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
cctv installation Cambridge,cctv installation cambridge,cctv installation Cambridge,cctv installation Cambridge,cctv_installation,cctv installation,specialist_installation,Cambridge,30,MEDIUM,34,3.3331,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
cctv installation Aberdeen,cctv installation aberdeen,cctv installation Aberdeen,cctv installation Aberdeen,cctv_installation,cctv installation,specialist_installation,Aberdeen,50,MEDIUM,36,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
cctv installation Plymouth,cctv installation plymouth,cctv installation Plymouth,cctv installation Plymouth,cctv_installation,cctv installation,specialist_installation,Plymouth,20,MEDIUM,64,6.4595,1.2652,20.7897,explicit_city_query_under_uk_target,2026-09-03
cctv installation Exeter,cctv installation exeter,cctv installation Exeter,cctv installation Exeter,cctv_installation,cctv installation,specialist_installation,Exeter,30,LOW,10,8.5887,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
cctv installation Norwich,cctv installation norwich,cctv installation Norwich,cctv installation Norwich,cctv_installation,cctv installation,specialist_installation,Norwich,30,HIGH,79,8.0078,1.9475,11.2838,explicit_city_query_under_uk_target,2026-09-03
cctv installation Swansea,cctv installation swansea,cctv installation Swansea,cctv installation Swansea,cctv_installation,cctv installation,specialist_installation,Swansea,40,MEDIUM,36,5.0020,1.6642,6.3603,explicit_city_query_under_uk_target,2026-09-03
cctv installation York,cctv installation york,cctv installation York,cctv installation York,cctv_installation,cctv installation,specialist_installation,York,20,MEDIUM,33,4.6239,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
